IP,Time,URL,Staus
10.130.2.1/6226,30/Nov/2017:12:18:40,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.128.2.1/8231,30/Nov/2017:12:18:41,GET /js/vendor/moment.min.js HTTP/1.1,304
10.128.2.1/6351,30/Nov/2017:12:18:48,GET /fonts/fontawesome-webfont.woff?v=4.6.3 HTTP/1.1,200
10.129.2.1/7304,30/Nov/2017:12:21:57,GET / HTTP/1.1,302
10.131.0.1/6818,30/Nov/2017:12:21:59,GET /login.php HTTP/1.1,200
10.131.0.1/3166,30/Nov/2017:12:22:00,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1/461,30/Nov/2017:12:22:00,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/8566,30/Nov/2017:12:22:00,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/7971,30/Nov/2017:12:22:01,GET /css/main.css HTTP/1.1,200
10.131.2.1/3824,30/Nov/2017:12:22:01,GET /css/style.css HTTP/1.1,200
10.130.2.1/4621,30/Nov/2017:12:22:01,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/8401,30/Nov/2017:12:22:01,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/8168,30/Nov/2017:12:22:02,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/9856,30/Nov/2017:12:22:06,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/1976,30/Nov/2017:12:22:24,GET /sign.php HTTP/1.1,200
10.131.0.1/7617,30/Nov/2017:12:22:57,POST /action.php HTTP/1.1,302
10.131.0.1/6073,30/Nov/2017:12:22:58,GET /login.php HTTP/1.1,200
10.131.0.1/8202,30/Nov/2017:12:23:08,POST /process.php HTTP/1.1,302
10.131.0.1/8444,30/Nov/2017:12:23:09,GET /home.php HTTP/1.1,200
10.131.0.1/6651,30/Nov/2017:12:23:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1/1193,30/Nov/2017:12:23:10,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.0.1/6991,30/Nov/2017:12:23:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.0.1/2423,30/Nov/2017:12:23:36,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1/7440,30/Nov/2017:12:23:43,GET /home.php HTTP/1.1,200
10.129.2.1/6856,30/Nov/2017:12:23:52,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.129.2.1/6658,30/Nov/2017:12:24:09,GET /details.php?id=33 HTTP/1.1,200
10.129.2.1/3371,30/Nov/2017:12:25:11,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.130.2.1/1367,30/Nov/2017:12:25:21,GET /contestsubmission.php?id=13 HTTP/1.1,200
10.130.2.1/3732,30/Nov/2017:12:25:34,GET /compiler.php HTTP/1.1,200
10.130.2.1/3834,30/Nov/2017:12:25:36,GET /archive.php HTTP/1.1,200
10.131.2.1/8017,30/Nov/2017:12:25:38,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.131.2.1/7938,30/Nov/2017:12:25:40,GET /details.php?id=33 HTTP/1.1,200
10.130.2.1/3630,30/Nov/2017:12:25:40,GET /description.php?id=55 HTTP/1.1,200
10.130.2.1/4293,30/Nov/2017:12:25:49,GET /archive.php HTTP/1.1,200
10.131.0.1/2729,30/Nov/2017:12:25:54,GET /compiler.php HTTP/1.1,200
10.130.2.1/8292,30/Nov/2017:12:26:04,GET /description.php?id=72 HTTP/1.1,200
10.131.0.1/8149,30/Nov/2017:12:26:09,GET /details.php?id=33 HTTP/1.1,200
10.131.0.1/309,30/Nov/2017:12:26:14,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.130.2.1/910,30/Nov/2017:12:26:16,GET /archive.php HTTP/1.1,200
10.128.2.1/1347,30/Nov/2017:12:26:26,GET /description.php?id=64 HTTP/1.1,200
10.128.2.1/7616,30/Nov/2017:12:27:06,GET /details.php?id=33 HTTP/1.1,200
10.131.2.1/9754,30/Nov/2017:12:27:11,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.130.2.1/4385,30/Nov/2017:12:27:22,GET /details.php?id=33 HTTP/1.1,200
10.129.2.1/9680,30/Nov/2017:12:27:29,GET /submit.php?id=64 HTTP/1.1,200
10.129.2.1/7858,30/Nov/2017:12:27:33,GET /description.php?id=64 HTTP/1.1,200
10.129.2.1/6694,30/Nov/2017:12:27:38,GET /archive.php HTTP/1.1,200
10.129.2.1/3375,30/Nov/2017:12:27:42,GET /submit.php?id=64 HTTP/1.1,200
10.129.2.1/2918,30/Nov/2017:12:27:43,GET /img/ruet.png HTTP/1.1,200
10.128.2.1/9073,30/Nov/2017:12:27:44,GET /archive.php?page=1 HTTP/1.1,200
10.129.2.1/4147,30/Nov/2017:12:28:07,GET /description.php?id=64 HTTP/1.1,200
10.129.2.1/1960,30/Nov/2017:12:30:03,POST /pcompile.php HTTP/1.1,200
10.129.2.1/2178,30/Nov/2017:12:30:08,POST /allsubmission.php HTTP/1.1,200
10.129.2.1/6808,30/Nov/2017:12:30:12,GET /description.php?name=RUET HTTP/1.1,200
10.129.2.1/2666,30/Nov/2017:12:30:23,GET /description.php?name=RUET HTTP/1.1,200
10.128.2.1/2349,30/Nov/2017:12:30:34,GET /submit.php?id=64 HTTP/1.1,200
10.131.0.1/3732,30/Nov/2017:12:32:11,GET /submit.php?id=64 HTTP/1.1,200
10.130.2.1/3816,30/Nov/2017:12:32:19,POST /pcompile.php HTTP/1.1,200
10.128.2.1/7849,30/Nov/2017:12:32:46,POST /allsubmission.php HTTP/1.1,200
10.130.2.1/8571,30/Nov/2017:12:32:59,GET /submit.php?id=64 HTTP/1.1,200
10.129.2.1/580,30/Nov/2017:12:33:07,GET /description.php?id=64 HTTP/1.1,200
10.129.2.1/1855,30/Nov/2017:12:33:13,GET /submit.php?id=64 HTTP/1.1,200
10.128.2.1/4363,30/Nov/2017:12:33:21,POST /pcompile.php HTTP/1.1,200
10.128.2.1/8066,30/Nov/2017:12:33:28,POST /allsubmission.php HTTP/1.1,200
10.131.0.1/4281,30/Nov/2017:12:33:38,GET /submit.php?id=64 HTTP/1.1,200
10.130.2.1/8505,30/Nov/2017:12:33:46,GET / HTTP/1.1,302
10.130.2.1/9109,30/Nov/2017:12:33:47,GET /login.php HTTP/1.1,200
10.131.2.1/2420,30/Nov/2017:12:33:48,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1/1316,30/Nov/2017:12:33:48,GET /css/font-awesome.min.css HTTP/1.1,200
10.128.2.1/6618,30/Nov/2017:12:33:48,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/4005,30/Nov/2017:12:33:48,GET /css/main.css HTTP/1.1,200
10.129.2.1/8839,30/Nov/2017:12:33:48,GET /css/style.css HTTP/1.1,200
10.130.2.1/6527,30/Nov/2017:12:33:48,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/2316,30/Nov/2017:12:33:48,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/5788,30/Nov/2017:12:33:48,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1/8041,30/Nov/2017:12:33:50,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/8040,30/Nov/2017:12:33:53,POST /pcompile.php HTTP/1.1,200
10.131.2.1/5944,30/Nov/2017:12:33:55,GET /archive.php HTTP/1.1,200
10.128.2.1/729,30/Nov/2017:12:33:56,POST /process.php HTTP/1.1,302
10.128.2.1/1276,30/Nov/2017:12:33:57,GET /home.php HTTP/1.1,200
10.131.2.1/4264,30/Nov/2017:12:33:57,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1/583,30/Nov/2017:12:33:57,GET /js/vendor/moment.min.js HTTP/1.1,200
10.131.0.1/6802,30/Nov/2017:12:34:03,GET /contest.php HTTP/1.1,200
10.128.2.1/1241,30/Nov/2017:12:34:11,GET /description.php?id=72 HTTP/1.1,200
10.131.0.1/1770,30/Nov/2017:12:34:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1/9088,30/Nov/2017:12:34:13,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1/7195,30/Nov/2017:12:34:33,GET /profile.php?user=moshiur_cse15 HTTP/1.1,200
10.131.2.1/717,30/Nov/2017:12:34:36,GET /js/jquery.min.js HTTP/1.1,200
10.128.2.1/10,30/Nov/2017:12:34:36,GET /js/chart.min.js HTTP/1.1,200
10.128.2.1/1496,30/Nov/2017:12:34:54,POST /allsubmission.php HTTP/1.1,200
10.128.2.1/3249,30/Nov/2017:12:35:12,GET /profile.php?user=Rakib_1603065 HTTP/1.1,200
10.131.0.1/4760,30/Nov/2017:12:35:13,GET /js/jquery.min.js HTTP/1.1,200
10.129.2.1/3540,30/Nov/2017:12:35:13,GET /js/chart.min.js HTTP/1.1,200
10.130.2.1/4965,30/Nov/2017:12:35:23,GET / HTTP/1.1,200
10.131.0.1/5417,30/Nov/2017:12:35:23,GET /allsubmission.php?name=moshiur_cse15 HTTP/1.1,200
10.130.2.1/4691,30/Nov/2017:12:35:27,GET /archive.php HTTP/1.1,200
10.131.0.1/7479,30/Nov/2017:12:35:28,GET /archive.php HTTP/1.1,200
10.130.2.1/7057,30/Nov/2017:12:35:37,GET /description.php?id=71 HTTP/1.1,200
10.131.2.1/1383,30/Nov/2017:12:36:04,GET /description.php?id=64 HTTP/1.1,200
10.131.0.1/7904,30/Nov/2017:12:36:51,GET /submit.php?id=64 HTTP/1.1,200
10.131.0.1/2839,30/Nov/2017:12:36:55,POST /pcompile.php HTTP/1.1,200
10.131.0.1/4717,30/Nov/2017:12:37:04,POST /allsubmission.php HTTP/1.1,200
10.131.0.1/1623,30/Nov/2017:12:37:07,GET /compiler.php HTTP/1.1,200
10.128.2.1/6763,30/Nov/2017:12:37:08,GET /archive.php HTTP/1.1,200
10.131.0.1/5899,30/Nov/2017:12:37:09,GET /archive.php HTTP/1.1,200
10.128.2.1/6041,30/Nov/2017:12:37:11,GET /description.php?id=60 HTTP/1.1,200
10.131.0.1/3627,30/Nov/2017:12:37:15,GET /description.php?id=67 HTTP/1.1,200
10.128.2.1/642,30/Nov/2017:12:37:16,GET /profile.php?user=toph HTTP/1.1,200
10.128.2.1/2832,30/Nov/2017:12:37:22,GET /archive.php HTTP/1.1,200
10.128.2.1/1328,30/Nov/2017:12:37:32,GET /description.php?id=72 HTTP/1.1,200
10.129.2.1/6255,30/Nov/2017:12:38:06,GET /archive.php HTTP/1.1,200
10.129.2.1/6758,30/Nov/2017:12:38:10,GET /description.php?id=64 HTTP/1.1,200
10.129.2.1/758,30/Nov/2017:12:38:31,GET /archive.php HTTP/1.1,200
10.131.2.1/2382,30/Nov/2017:12:38:34,GET /description.php?id=62 HTTP/1.1,200
10.131.2.1/5744,30/Nov/2017:12:38:49,GET /profile.php?user=DevSkill HTTP/1.1,200
10.129.2.1/1367,30/Nov/2017:12:38:57,GET /archive.php HTTP/1.1,200
10.131.2.1/4796,30/Nov/2017:12:38:59,GET /description.php?id=62 HTTP/1.1,200
10.128.2.1/9295,30/Nov/2017:12:39:01,GET /archive.php HTTP/1.1,200
10.131.0.1/2300,30/Nov/2017:12:39:13,GET /description.php?id=71 HTTP/1.1,200
10.129.2.1/7225,30/Nov/2017:12:39:35,GET /archive.php HTTP/1.1,200
10.129.2.1/5417,30/Nov/2017:12:39:42,GET /description.php?id=55 HTTP/1.1,200
10.131.0.1/1966,30/Nov/2017:12:40:24,GET /archive.php HTTP/1.1,200
10.128.2.1/3709,30/Nov/2017:12:43:00,GET / HTTP/1.1,302
10.128.2.1/2844,30/Nov/2017:12:43:01,GET /login.php HTTP/1.1,200
10.128.2.1/3592,30/Nov/2017:12:43:01,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1/2389,30/Nov/2017:12:43:01,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1/4331,30/Nov/2017:12:43:02,GET /css/normalize.css HTTP/1.1,200
10.129.2.1/5583,30/Nov/2017:12:43:02,GET /css/main.css HTTP/1.1,200
10.131.2.1/7807,30/Nov/2017:12:43:02,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/1374,30/Nov/2017:12:43:02,GET /css/style.css HTTP/1.1,200
10.131.0.1/9734,30/Nov/2017:12:43:02,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.129.2.1/8158,30/Nov/2017:12:43:02,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.2.1/6762,30/Nov/2017:12:43:54,GET / HTTP/1.1,302
10.131.0.1/4318,30/Nov/2017:12:43:55,GET /login.php HTTP/1.1,200
10.131.0.1/2924,30/Nov/2017:12:43:55,GET /css/bootstrap.min.css HTTP/1.1,200
10.129.2.1/9184,30/Nov/2017:12:43:55,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1/5272,30/Nov/2017:12:43:56,GET /css/normalize.css HTTP/1.1,200
10.131.0.1/6230,30/Nov/2017:12:43:56,GET /css/main.css HTTP/1.1,200
10.129.2.1/8321,30/Nov/2017:12:43:56,GET /css/style.css HTTP/1.1,200
10.130.2.1/4099,30/Nov/2017:12:43:56,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1/5519,30/Nov/2017:12:43:56,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/2107,30/Nov/2017:12:43:56,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.2.1/3962,30/Nov/2017:12:44:20,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.128.2.1/9240,30/Nov/2017:12:47:15,GET /archive.php?page=2 HTTP/1.1,200
10.130.2.1/3683,30/Nov/2017:12:47:30,GET /archive.php HTTP/1.1,200
10.130.2.1/8363,30/Nov/2017:12:47:38,GET /contest.php HTTP/1.1,200
10.130.2.1/2970,30/Nov/2017:12:47:43,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.2.1/9768,30/Nov/2017:12:47:45,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1/730,30/Nov/2017:12:47:45,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.131.0.1/3497,30/Nov/2017:12:49:11,GET / HTTP/1.1,302
10.131.0.1/1941,30/Nov/2017:12:49:11,GET /login.php HTTP/1.1,200
10.131.0.1/3920,30/Nov/2017:12:49:11,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/2779,30/Nov/2017:12:49:11,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/509,30/Nov/2017:12:49:12,GET /css/normalize.css HTTP/1.1,200
10.128.2.1/6803,30/Nov/2017:12:49:12,GET /css/main.css HTTP/1.1,200
10.131.0.1/8265,30/Nov/2017:12:49:12,GET /css/style.css HTTP/1.1,200
10.129.2.1/7935,30/Nov/2017:12:49:12,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/6601,30/Nov/2017:12:49:12,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.131.0.1/3100,30/Nov/2017:12:49:12,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/3936,30/Nov/2017:12:49:14,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.131.0.1/4936,30/Nov/2017:12:49:23,GET /login.php HTTP/1.1,200
10.131.0.1/8306,30/Nov/2017:12:49:25,GET /login.php HTTP/1.1,200
10.131.0.1/1937,30/Nov/2017:12:49:27,GET /login.php HTTP/1.1,200
10.129.2.1/6619,30/Nov/2017:12:49:29,GET /login.php HTTP/1.1,200
10.129.2.1/1696,30/Nov/2017:12:49:37,GET / HTTP/1.1,302
10.129.2.1/4288,30/Nov/2017:12:49:38,GET /login.php HTTP/1.1,200
10.129.2.1/8547,30/Nov/2017:12:49:38,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.2.1/7857,30/Nov/2017:12:49:38,GET /css/font-awesome.min.css HTTP/1.1,200
10.130.2.1/8651,30/Nov/2017:12:49:38,GET /css/normalize.css HTTP/1.1,200
10.130.2.1/5031,30/Nov/2017:12:49:39,GET /css/main.css HTTP/1.1,200
10.129.2.1/473,30/Nov/2017:12:49:39,GET /css/style.css HTTP/1.1,200
10.130.2.1/2545,30/Nov/2017:12:49:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/9725,30/Nov/2017:12:49:39,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.128.2.1/5846,30/Nov/2017:12:49:40,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.2.1/7887,30/Nov/2017:12:49:42,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.2.1/6362,30/Nov/2017:12:49:51,GET /sign.php HTTP/1.1,200
10.131.0.1/8781,30/Nov/2017:12:49:59,GET / HTTP/1.1,302
10.131.0.1/62,30/Nov/2017:12:49:59,GET /login.php HTTP/1.1,200
10.129.2.1/5090,30/Nov/2017:12:50:07,POST /action.php HTTP/1.1,302
10.129.2.1/2938,30/Nov/2017:12:50:08,GET /login.php HTTP/1.1,200
10.129.2.1/5358,30/Nov/2017:12:50:19,POST /process.php HTTP/1.1,302
10.128.2.1/1456,30/Nov/2017:12:50:20,GET /home.php HTTP/1.1,200
10.128.2.1/5073,30/Nov/2017:12:50:21,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.128.2.1/2141,30/Nov/2017:12:50:21,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1/3567,30/Nov/2017:12:50:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1/5581,30/Nov/2017:12:50:40,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.0.1/1479,30/Nov/2017:12:50:58,POST /process.php HTTP/1.1,302
10.131.0.1/5317,30/Nov/2017:12:50:59,GET /login.php?value=fail HTTP/1.1,200
10.131.2.1/8471,30/Nov/2017:12:51:36,GET / HTTP/1.1,302
10.131.2.1/6808,30/Nov/2017:12:51:36,GET /login.php HTTP/1.1,200
10.131.0.1/4911,30/Nov/2017:12:52:34,GET / HTTP/1.1,302
10.131.0.1/416,30/Nov/2017:12:52:35,GET /login.php HTTP/1.1,200
10.130.2.1/4598,30/Nov/2017:12:53:21,POST /process.php HTTP/1.1,302
10.130.2.1/9185,30/Nov/2017:12:53:22,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/4293,30/Nov/2017:12:53:29,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/1249,30/Nov/2017:12:53:31,GET /login.php?value=fail HTTP/1.1,200
10.130.2.1/4380,30/Nov/2017:12:53:33,GET /login.php?value=fail HTTP/1.1,200
10.129.2.1/7775,30/Nov/2017:12:57:53,GET /home.php HTTP/1.1,200
10.131.0.1/9178,30/Nov/2017:12:57:55,GET / HTTP/1.1,302
10.131.2.1/5668,30/Nov/2017:12:57:56,GET /login.php HTTP/1.1,200
10.131.2.1/6841,30/Nov/2017:12:57:57,GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1/5978,30/Nov/2017:12:57:57,GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1/408,30/Nov/2017:12:57:58,GET /css/style.css HTTP/1.1,200
10.130.2.1/4028,30/Nov/2017:12:57:58,GET /css/main.css HTTP/1.1,200
10.129.2.1/3068,30/Nov/2017:12:57:58,GET /css/normalize.css HTTP/1.1,200
10.128.2.1/6788,30/Nov/2017:12:57:58,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/9164,30/Nov/2017:12:58:01,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.130.2.1/2598,30/Nov/2017:12:58:01,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1/6612,30/Nov/2017:12:58:25,GET /archive.php HTTP/1.1,200
10.131.0.1/7563,30/Nov/2017:12:58:27,GET /allsubmission.php HTTP/1.1,200
10.131.0.1/2777,30/Nov/2017:12:58:35,GET /showcode.php?id=286&nm=Rakib_1603065 HTTP/1.1,200
10.128.2.1/7020,30/Nov/2017:12:59:16,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/1553,30/Nov/2017:12:59:20,GET /showcode.php?id=287&nm=Riyal_RUET HTTP/1.1,200
10.128.2.1/98,30/Nov/2017:12:59:24,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/4143,30/Nov/2017:12:59:27,GET /showcode.php?id=288&nm=Riyal_RUET HTTP/1.1,200
10.128.2.1/8979,30/Nov/2017:12:59:32,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/4168,30/Nov/2017:12:59:36,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,200
10.128.2.1/4470,30/Nov/2017:12:59:44,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/5503,30/Nov/2017:12:59:46,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,200
10.128.2.1/6531,30/Nov/2017:12:59:52,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/2795,30/Nov/2017:12:59:53,GET /showcode.php?id=289&nm=Rakib_1603065 HTTP/1.1,200
10.128.2.1/450,30/Nov/2017:13:00:00,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/7694,30/Nov/2017:13:00:02,GET /showcode.php?id=290&nm=Rakib_1603065 HTTP/1.1,200
10.128.2.1/6114,30/Nov/2017:13:00:05,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/2781,30/Nov/2017:13:00:07,GET /description.php?name=RUET HTTP/1.1,200
10.130.2.1/4813,30/Nov/2017:13:01:22,GET /profile.php?user=shawon HTTP/1.1,200
10.130.2.1/2050,30/Nov/2017:13:01:30,GET /home.php HTTP/1.1,200
10.130.2.1/9871,30/Nov/2017:13:01:33,GET /archive.php HTTP/1.1,200
10.131.2.1/8350,30/Nov/2017:13:01:38,GET / HTTP/1.1,302
10.129.2.1/1649,30/Nov/2017:13:01:39,GET /login.php HTTP/1.1,200
10.130.2.1/5133,30/Nov/2017:13:01:41,GET /allsubmission.php HTTP/1.1,200
10.130.2.1/6066,30/Nov/2017:13:01:59,GET /contest.php HTTP/1.1,200
10.130.2.1/1471,30/Nov/2017:13:02:03,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.130.2.1/4889,30/Nov/2017:13:02:06,GET /details.php?id=44 HTTP/1.1,200
10.130.2.1/1543,30/Nov/2017:13:02:19,GET /home.php HTTP/1.1,200
10.131.2.1/5078,30/Nov/2017:13:02:42,GET /submit.php?id=67 HTTP/1.1,200
10.131.2.1/8288,30/Nov/2017:13:02:46,POST /pcompile.php HTTP/1.1,200
10.131.2.1/5849,30/Nov/2017:13:02:52,POST /allsubmission.php HTTP/1.1,200
10.130.2.1/8975,30/Nov/2017:13:02:54,GET /sign.php HTTP/1.1,200
10.131.2.1/6107,30/Nov/2017:13:03:12,GET /profile.php?user=Rakib_1603065 HTTP/1.1,200
10.130.2.1/5833,30/Nov/2017:13:03:13,GET /js/jquery.min.js HTTP/1.1,206
10.131.2.1/9580,30/Nov/2017:13:03:14,GET /js/chart.min.js HTTP/1.1,206
10.130.2.1/7866,30/Nov/2017:13:03:14,GET /js/jquery.min.js HTTP/1.1,206
10.131.2.1/2276,30/Nov/2017:13:03:14,GET /js/chart.min.js HTTP/1.1,206
10.128.2.1/9594,30/Nov/2017:13:03:20,GET / HTTP/1.1,200
10.128.2.1/1711,30/Nov/2017:13:03:23,GET /archive.php HTTP/1.1,200
10.128.2.1/4007,30/Nov/2017:13:03:26,POST /action.php HTTP/1.1,302
10.128.2.1/600,30/Nov/2017:13:03:27,GET /login.php HTTP/1.1,200
10.128.2.1/6976,30/Nov/2017:13:03:31,GET /description.php?id=62 HTTP/1.1,200
10.128.2.1/1343,30/Nov/2017:13:03:35,POST /process.php HTTP/1.1,302
10.128.2.1/6320,30/Nov/2017:13:03:36,GET /home.php HTTP/1.1,200
10.131.0.1/7619,30/Nov/2017:13:03:37,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.130.2.1/9380,30/Nov/2017:13:03:37,GET /js/vendor/moment.min.js HTTP/1.1,200
10.128.2.1/299,30/Nov/2017:13:03:40,GET / HTTP/1.1,200
10.129.2.1/8312,30/Nov/2017:13:03:41,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,206
10.128.2.1/1223,30/Nov/2017:13:03:41,GET /js/vendor/moment.min.js HTTP/1.1,206
10.131.0.1/4094,30/Nov/2017:13:04:15,GET /compiler.php HTTP/1.1,200
10.131.0.1/802,30/Nov/2017:13:04:27,GET /archive.php HTTP/1.1,200
10.128.2.1/6718,30/Nov/2017:13:04:29,GET /description.php?id=55 HTTP/1.1,200
10.128.2.1/9346,30/Nov/2017:13:04:31,GET /submit.php?id=55 HTTP/1.1,200
10.128.2.1/6596,30/Nov/2017:13:04:35,GET /home.php HTTP/1.1,200
10.131.2.1/914,30/Nov/2017:13:04:41,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.128.2.1/2215,30/Nov/2017:13:04:42,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.2.1/6804,30/Nov/2017:13:04:45,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.130.2.1/1587,30/Nov/2017:13:04:45,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.129.2.1/88,30/Nov/2017:13:04:45,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.131.0.1/4192,30/Nov/2017:13:04:46,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1/5256,30/Nov/2017:13:05:37,GET /archive.php HTTP/1.1,200
10.131.2.1/9587,30/Nov/2017:13:05:39,GET /allsubmission.php HTTP/1.1,200
10.129.2.1/9012,30/Nov/2017:13:05:42,GET /allsubmission.php HTTP/1.1,200
10.128.2.1/8909,30/Nov/2017:13:06:18,GET /profile.php?user=Riyal_RUET HTTP/1.1,200
10.128.2.1/5189,30/Nov/2017:13:06:20,GET /js/jquery.min.js HTTP/1.1,206
10.130.2.1/2195,30/Nov/2017:13:06:20,GET /js/chart.min.js HTTP/1.1,206
10.128.2.1/4175,30/Nov/2017:13:06:21,GET /js/jquery.min.js HTTP/1.1,206
10.130.2.1/341,30/Nov/2017:13:06:21,GET /js/chart.min.js HTTP/1.1,206
10.130.2.1/8800,30/Nov/2017:13:06:29,GET /archive.php HTTP/1.1,200
10.128.2.1/8666,30/Nov/2017:13:06:30,GET / HTTP/1.1,200
10.130.2.1/7031,30/Nov/2017:13:06:30,GET /archive.php HTTP/1.1,200
10.131.0.1/4933,30/Nov/2017:13:06:32,GET /allsubmission.php HTTP/1.1,200
