IP,Time,URL,Staus
10.130.2.1/8008,29/Jan/2018:20:31:03,GET /home.php HTTP/1.1,302
10.130.2.1/1594,29/Jan/2018:20:31:03,GET /login.php HTTP/1.1,200
10.130.2.1/8620,29/Jan/2018:20:31:04,GET /home.php HTTP/1.1,302
10.130.2.1/8158,29/Jan/2018:20:31:04,GET /login.php HTTP/1.1,200
10.131.0.1/6418,29/Jan/2018:20:31:08,GET /home.php HTTP/1.1,302
10.130.2.1/8417,29/Jan/2018:20:31:09,GET /login.php HTTP/1.1,200
10.130.2.1/617,29/Jan/2018:20:31:24,GET /home.php HTTP/1.1,302
10.130.2.1/5826,29/Jan/2018:20:31:34,GET /home.php HTTP/1.0,302
10.130.2.1/6285,29/Jan/2018:20:31:36,GET /login.php HTTP/1.0,200
10.130.2.1/6674,29/Jan/2018:20:31:38,GET /home.php HTTP/1.1,302
10.131.0.1/205,29/Jan/2018:20:31:41,GET /home.php HTTP/1.1,302
10.130.2.1/900,29/Jan/2018:20:31:43,GET /login.php HTTP/1.1,200
10.130.2.1/5751,29/Jan/2018:20:31:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/9209,29/Jan/2018:20:31:47,GET /login.php HTTP/1.1,200
10.128.2.1/856,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.128.2.1/2848,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.128.2.1/7067,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/8019,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.128.2.1/4853,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.128.2.1/283,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4131,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.131.0.1/6824,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.130.2.1/3481,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.128.2.1/2711,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.131.0.1/8171,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.128.2.1/833,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.131.0.1/4340,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.130.2.1/641,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.130.2.1/561,29/Jan/2018:20:32:22,GET /home.php HTTP/1.1,302
10.128.2.1/1247,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/2056,29/Jan/2018:20:32:22,GET /login.php HTTP/1.1,200
10.131.0.1/2114,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4468,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/6045,29/Jan/2018:20:32:22,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/35,29/Jan/2018:20:32:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3287,29/Jan/2018:20:32:23,GET /home.php HTTP/1.1,302
10.128.2.1/5789,29/Jan/2018:20:32:23,GET /home.php HTTP/1.1,302
10.130.2.1/2357,29/Jan/2018:20:32:23,GET /home.php HTTP/1.1,302
10.130.2.1/238,29/Jan/2018:20:32:23,GET /login.php HTTP/1.1,200
10.128.2.1/6348,29/Jan/2018:20:32:23,GET /login.php HTTP/1.1,200
10.130.2.1/952,29/Jan/2018:20:32:23,GET /login.php HTTP/1.1,200
10.130.2.1/7547,29/Jan/2018:20:32:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/3015,29/Jan/2018:20:32:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/6021,29/Jan/2018:20:32:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/8558,29/Jan/2018:20:32:23,GET /home.php HTTP/1.1,302
10.130.2.1/5261,29/Jan/2018:20:32:24,GET /login.php HTTP/1.1,200
10.131.0.1/2453,29/Jan/2018:20:32:24,GET /home.php HTTP/1.1,302
10.131.0.1/7817,29/Jan/2018:20:32:24,GET /login.php HTTP/1.1,200
10.130.2.1/5406,29/Jan/2018:20:32:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/864,29/Jan/2018:20:32:24,GET /home.php HTTP/1.1,302
10.131.0.1/5275,29/Jan/2018:20:32:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3235,29/Jan/2018:20:32:24,GET /login.php HTTP/1.1,200
10.130.2.1/6590,29/Jan/2018:20:32:24,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/2043,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.130.2.1/4299,29/Jan/2018:20:32:27,GET /login.php HTTP/1.1,200
10.130.2.1/9957,29/Jan/2018:20:32:27,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/3221,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.128.2.1/947,29/Jan/2018:20:32:27,GET /login.php HTTP/1.1,200
10.128.2.1/283,29/Jan/2018:20:32:27,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/7486,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.131.0.1/1717,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.128.2.1/4599,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.131.0.1/2688,29/Jan/2018:20:32:27,GET /home.php HTTP/1.1,302
10.128.2.1/6549,29/Jan/2018:20:32:28,GET /home.php HTTP/1.1,302
10.128.2.1/4662,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.128.2.1/1110,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.128.2.1/8450,29/Jan/2018:20:32:28,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/2214,29/Jan/2018:20:32:28,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/8055,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.131.0.1/6651,29/Jan/2018:20:32:28,GET /home.php HTTP/1.1,302
10.131.0.1/6985,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.131.0.1/7613,29/Jan/2018:20:32:28,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/998,29/Jan/2018:20:32:28,GET /home.php HTTP/1.1,302
10.128.2.1/6325,29/Jan/2018:20:32:28,GET /home.php HTTP/1.1,302
10.131.0.1/6182,29/Jan/2018:20:32:28,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3322,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.130.2.1/5562,29/Jan/2018:20:32:28,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/9461,29/Jan/2018:20:32:28,GET /login.php HTTP/1.1,200
10.128.2.1/2832,29/Jan/2018:20:32:29,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/7673,29/Jan/2018:20:32:29,GET /home.php HTTP/1.1,302
10.130.2.1/7819,29/Jan/2018:20:32:29,GET /home.php HTTP/1.1,302
10.130.2.1/1121,29/Jan/2018:20:32:29,GET /login.php HTTP/1.1,200
10.130.2.1/660,29/Jan/2018:20:32:29,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/4170,29/Jan/2018:20:32:29,GET /login.php HTTP/1.1,200
10.128.2.1/5416,29/Jan/2018:20:32:29,GET /home.php HTTP/1.1,302
10.128.2.1/7355,29/Jan/2018:20:32:29,GET /login.php HTTP/1.1,200
10.130.2.1/127,29/Jan/2018:20:32:29,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/1307,29/Jan/2018:20:32:29,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4993,29/Jan/2018:20:32:32,GET /home.php HTTP/1.1,302
10.128.2.1/9339,29/Jan/2018:20:32:32,GET /home.php HTTP/1.1,302
10.131.0.1/6095,29/Jan/2018:20:32:32,GET /login.php HTTP/1.1,200
10.130.2.1/5613,29/Jan/2018:20:32:32,GET /login.php HTTP/1.1,200
10.128.2.1/5915,29/Jan/2018:20:32:32,GET /login.php HTTP/1.1,200
10.131.0.1/3883,29/Jan/2018:20:32:32,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/6537,29/Jan/2018:20:32:32,GET /home.php HTTP/1.1,302
10.128.2.1/3175,29/Jan/2018:20:32:32,GET /login.php HTTP/1.1,200
10.128.2.1/2119,29/Jan/2018:20:32:32,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/9802,29/Jan/2018:20:32:32,GET /login.php HTTP/1.1,200
10.130.2.1/9761,29/Jan/2018:20:32:32,GET /home.php HTTP/1.1,302
10.130.2.1/576,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.130.2.1/141,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.130.2.1/811,29/Jan/2018:20:32:33,GET /login.php HTTP/1.1,200
10.131.0.1/2853,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.128.2.1/2058,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.130.2.1/9065,29/Jan/2018:20:32:33,GET /login.php HTTP/1.1,200
10.128.2.1/6718,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.128.2.1/5944,29/Jan/2018:20:32:33,GET /login.php HTTP/1.1,200
10.128.2.1/4655,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.128.2.1/431,29/Jan/2018:20:32:33,GET /login.php HTTP/1.1,200
10.128.2.1/6355,29/Jan/2018:20:32:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/1372,29/Jan/2018:20:32:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/4908,29/Jan/2018:20:32:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/6818,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.128.2.1/2713,29/Jan/2018:20:32:33,GET /login.php HTTP/1.1,200
10.128.2.1/939,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.128.2.1/4637,29/Jan/2018:20:32:33,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/4498,29/Jan/2018:20:32:33,GET /home.php HTTP/1.1,302
10.130.2.1/6140,29/Jan/2018:20:32:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3828,29/Jan/2018:20:32:34,GET /login.php HTTP/1.1,200
10.131.0.1/3920,29/Jan/2018:20:32:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/5587,29/Jan/2018:20:32:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/7556,29/Jan/2018:20:32:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/4157,29/Jan/2018:20:32:34,GET /login.php HTTP/1.1,200
10.128.2.1/1093,29/Jan/2018:20:32:34,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/4230,29/Jan/2018:20:32:35,GET /home.php HTTP/1.1,302
10.128.2.1/8536,29/Jan/2018:20:32:35,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/4650,29/Jan/2018:20:32:35,GET /login.php HTTP/1.1,200
10.128.2.1/4557,29/Jan/2018:20:32:35,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/9901,29/Jan/2018:20:32:37,GET /home.php HTTP/1.1,302
10.130.2.1/5181,29/Jan/2018:20:32:37,GET /home.php HTTP/1.1,302
10.130.2.1/2085,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.130.2.1/3074,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.130.2.1/7597,29/Jan/2018:20:32:38,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/7379,29/Jan/2018:20:32:38,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/879,29/Jan/2018:20:32:38,GET /home.php HTTP/1.1,302
10.130.2.1/4787,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.130.2.1/4071,29/Jan/2018:20:32:38,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/5964,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.131.0.1/9400,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.131.0.1/9496,29/Jan/2018:20:32:38,GET /home.php HTTP/1.1,302
10.131.0.1/6868,29/Jan/2018:20:32:38,GET /login.php HTTP/1.1,200
10.131.0.1/1222,29/Jan/2018:20:32:38,GET /home.php HTTP/1.1,302
10.131.0.1/7008,29/Jan/2018:20:32:38,GET /home.php HTTP/1.1,302
10.131.0.1/3175,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/5665,29/Jan/2018:20:32:39,GET /home.php HTTP/1.1,302
10.128.2.1/2242,29/Jan/2018:20:32:39,GET /home.php HTTP/1.1,302
10.131.0.1/357,29/Jan/2018:20:32:39,GET /login.php HTTP/1.1,200
10.128.2.1/9653,29/Jan/2018:20:32:39,GET /login.php HTTP/1.1,200
10.131.0.1/389,29/Jan/2018:20:32:39,GET /home.php HTTP/1.1,302
10.131.0.1/7898,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/9482,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/1316,29/Jan/2018:20:32:39,GET /login.php HTTP/1.1,200
10.130.2.1/5451,29/Jan/2018:20:32:39,GET /home.php HTTP/1.1,302
10.130.2.1/7289,29/Jan/2018:20:32:39,GET /login.php HTTP/1.1,200
10.131.0.1/3048,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/1863,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/7896,29/Jan/2018:20:32:39,GET /login.php HTTP/1.1,200
10.128.2.1/6722,29/Jan/2018:20:32:39,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/814,29/Jan/2018:20:32:40,GET /home.php HTTP/1.1,302
10.128.2.1/972,29/Jan/2018:20:32:40,GET /login.php HTTP/1.1,200
10.130.2.1/29,29/Jan/2018:20:32:40,GET /login.php HTTP/1.1,200
10.128.2.1/3862,29/Jan/2018:20:32:40,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4827,29/Jan/2018:20:32:40,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/2362,29/Jan/2018:20:32:43,GET /home.php HTTP/1.1,302
10.128.2.1/2874,29/Jan/2018:20:32:43,GET /home.php HTTP/1.1,302
10.128.2.1/578,29/Jan/2018:20:32:43,GET /login.php HTTP/1.1,200
10.128.2.1/8415,29/Jan/2018:20:32:43,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/4670,29/Jan/2018:20:32:43,GET /home.php HTTP/1.1,302
10.128.2.1/2263,29/Jan/2018:20:32:43,GET /home.php HTTP/1.1,302
10.131.0.1/9116,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.131.0.1/5888,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.131.0.1/8703,29/Jan/2018:20:32:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/7169,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.130.2.1/7868,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.128.2.1/5086,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.130.2.1/3051,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.131.0.1/6518,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.131.0.1/989,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.128.2.1/9709,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.131.0.1/3657,29/Jan/2018:20:32:44,GET /home.php HTTP/1.1,302
10.131.0.1/2682,29/Jan/2018:20:32:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5029,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.131.0.1/585,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.130.2.1/133,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.131.0.1/5472,29/Jan/2018:20:32:44,GET /login.php HTTP/1.1,200
10.131.0.1/957,29/Jan/2018:20:32:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5907,29/Jan/2018:20:32:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/3196,29/Jan/2018:20:32:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/3534,29/Jan/2018:20:32:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/2537,29/Jan/2018:20:32:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/6372,29/Jan/2018:20:32:45,GET /home.php HTTP/1.1,302
10.130.2.1/8526,29/Jan/2018:20:32:45,GET /login.php HTTP/1.1,200
10.131.0.1/9749,29/Jan/2018:20:32:45,GET /home.php HTTP/1.1,302
10.130.2.1/3443,29/Jan/2018:20:32:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/3162,29/Jan/2018:20:32:45,GET /login.php HTTP/1.1,200
10.131.0.1/3249,29/Jan/2018:20:32:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/648,29/Jan/2018:20:32:45,GET /home.php HTTP/1.1,302
10.130.2.1/307,29/Jan/2018:20:32:45,GET /login.php HTTP/1.1,200
10.130.2.1/4193,29/Jan/2018:20:32:46,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/4338,29/Jan/2018:20:32:48,GET /home.php HTTP/1.1,302
10.130.2.1/872,29/Jan/2018:20:32:48,GET /home.php HTTP/1.1,302
10.128.2.1/9632,29/Jan/2018:20:32:48,GET /login.php HTTP/1.1,200
10.128.2.1/3857,29/Jan/2018:20:32:48,GET /login.php HTTP/1.1,200
10.131.0.1/5859,29/Jan/2018:20:32:48,GET /home.php HTTP/1.1,302
10.130.2.1/9400,29/Jan/2018:20:32:48,GET /login.php HTTP/1.1,200
10.131.0.1/1099,29/Jan/2018:20:32:49,GET /login.php HTTP/1.1,200
10.131.0.1/5668,29/Jan/2018:20:32:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/6760,29/Jan/2018:20:32:49,GET /home.php HTTP/1.1,302
10.131.0.1/4252,29/Jan/2018:20:32:49,GET /login.php HTTP/1.1,200
10.131.0.1/5465,29/Jan/2018:20:32:49,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5262,29/Jan/2018:20:32:49,GET /home.php HTTP/1.1,302
10.130.2.1/8694,29/Jan/2018:20:32:49,GET /login.php HTTP/1.1,200
10.130.2.1/4881,29/Jan/2018:20:32:49,GET /home.php HTTP/1.1,302
10.130.2.1/749,29/Jan/2018:20:32:50,GET /home.php HTTP/1.1,302
10.130.2.1/9623,29/Jan/2018:20:32:50,GET /home.php HTTP/1.1,302
10.130.2.1/8760,29/Jan/2018:20:32:50,GET /login.php HTTP/1.1,200
10.130.2.1/9205,29/Jan/2018:20:32:50,GET /login.php HTTP/1.1,200
10.130.2.1/681,29/Jan/2018:20:32:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/1888,29/Jan/2018:20:32:50,GET /login.php HTTP/1.1,200
10.130.2.1/1768,29/Jan/2018:20:32:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4287,29/Jan/2018:20:32:50,GET /home.php HTTP/1.1,302
10.128.2.1/4369,29/Jan/2018:20:32:50,GET /home.php HTTP/1.1,302
10.130.2.1/8625,29/Jan/2018:20:32:50,GET /login.php HTTP/1.1,200
10.128.2.1/9047,29/Jan/2018:20:32:50,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/4311,29/Jan/2018:20:32:50,GET /login.php HTTP/1.1,200
10.131.0.1/4208,29/Jan/2018:20:32:51,GET /login.php HTTP/1.1,200
10.131.0.1/8408,29/Jan/2018:20:32:51,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/3424,29/Jan/2018:20:32:51,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/778,29/Jan/2018:20:32:51,GET /home.php HTTP/1.1,302
10.128.2.1/4641,29/Jan/2018:20:32:53,GET /home.php HTTP/1.1,302
10.128.2.1/5195,29/Jan/2018:20:32:53,GET /home.php HTTP/1.1,302
10.128.2.1/2505,29/Jan/2018:20:32:53,GET /login.php HTTP/1.1,200
10.128.2.1/2434,29/Jan/2018:20:32:53,GET /login.php HTTP/1.1,200
10.128.2.1/3042,29/Jan/2018:20:32:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5786,29/Jan/2018:20:32:53,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/7112,29/Jan/2018:20:32:53,GET /home.php HTTP/1.1,302
10.128.2.1/6585,29/Jan/2018:20:32:54,GET /login.php HTTP/1.1,200
10.130.2.1/3645,29/Jan/2018:20:32:54,GET /login.php HTTP/1.1,200
10.128.2.1/3968,29/Jan/2018:20:32:54,GET /home.php HTTP/1.1,302
10.130.2.1/7135,29/Jan/2018:20:32:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/50,29/Jan/2018:20:32:54,GET /login.php HTTP/1.1,200
10.128.2.1/58,29/Jan/2018:20:32:54,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/6311,29/Jan/2018:20:32:55,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/8989,29/Jan/2018:20:32:55,GET /login.php HTTP/1.1,200
10.131.0.1/9079,29/Jan/2018:20:32:55,GET /login.php HTTP/1.1,200
10.128.2.1/6778,29/Jan/2018:20:32:55,GET /login.php HTTP/1.1,200
10.128.2.1/525,29/Jan/2018:20:32:55,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1/1523,29/Jan/2018:20:32:56,GET /login.php HTTP/1.1,200
10.131.0.1/4971,29/Jan/2018:20:32:59,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5646,29/Jan/2018:20:32:59,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/877,29/Jan/2018:20:33:00,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5181,29/Jan/2018:20:33:07,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1/2439,29/Jan/2018:20:33:13,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1/5510,29/Jan/2018:20:33:22,GET /home.php HTTP/1.1,302
10.128.2.1/4130,29/Jan/2018:20:33:22,GET /login.php HTTP/1.1,200
10.128.2.1/4861,29/Jan/2018:20:33:22,GET /home.php HTTP/1.1,302
10.128.2.1/4718,29/Jan/2018:20:33:22,GET /login.php HTTP/1.1,200
10.131.0.1/2131,29/Jan/2018:20:33:23,GET /home.php HTTP/1.1,302
10.130.2.1/2575,29/Jan/2018:20:33:23,GET /home.php HTTP/1.1,302
10.130.2.1/1797,29/Jan/2018:20:33:23,GET /login.php HTTP/1.1,200
10.131.0.1/8728,29/Jan/2018:20:33:23,GET /login.php HTTP/1.1,200
10.128.2.1/411,29/Jan/2018:20:33:23,GET /home.php HTTP/1.1,302
10.128.2.1/4718,29/Jan/2018:20:33:23,GET /login.php HTTP/1.1,200
10.130.2.1/2430,29/Jan/2018:20:33:23,GET /home.php HTTP/1.1,302
10.130.2.1/6535,29/Jan/2018:20:33:23,GET /login.php HTTP/1.1,200
10.131.0.1/6899,29/Jan/2018:20:33:24,GET /home.php HTTP/1.1,302
10.131.0.1/328,29/Jan/2018:20:33:24,GET /login.php HTTP/1.1,200
10.131.0.1/3930,29/Jan/2018:20:33:27,GET /home.php HTTP/1.1,302
10.131.0.1/7253,29/Jan/2018:20:33:27,GET /login.php HTTP/1.1,200
10.130.2.1/5523,29/Jan/2018:20:33:27,GET /home.php HTTP/1.1,302
10.130.2.1/4103,29/Jan/2018:20:33:27,GET /login.php HTTP/1.1,200
10.130.2.1/5048,29/Jan/2018:20:33:28,GET /home.php HTTP/1.1,302
10.130.2.1/1357,29/Jan/2018:20:33:28,GET /login.php HTTP/1.1,200
10.130.2.1/5504,29/Jan/2018:20:33:28,GET /home.php HTTP/1.1,302
10.128.2.1/7367,29/Jan/2018:20:33:28,GET /home.php HTTP/1.1,302
10.130.2.1/8735,29/Jan/2018:20:33:28,GET /login.php HTTP/1.1,200
10.128.2.1/8589,29/Jan/2018:20:33:29,GET /home.php HTTP/1.1,302
10.128.2.1/1904,29/Jan/2018:20:33:29,GET /login.php HTTP/1.1,200
10.128.2.1/5874,29/Jan/2018:20:33:29,GET /login.php HTTP/1.1,200
10.131.0.1/4368,29/Jan/2018:20:33:29,GET /home.php HTTP/1.1,302
10.131.0.1/5669,29/Jan/2018:20:33:29,GET /login.php HTTP/1.1,200
10.130.2.1/8320,29/Jan/2018:20:33:30,GET /home.php HTTP/1.1,302
10.130.2.1/1017,29/Jan/2018:20:33:30,GET /login.php HTTP/1.1,200
10.130.2.1/9751,29/Jan/2018:20:33:33,GET /home.php HTTP/1.1,302
10.130.2.1/7688,29/Jan/2018:20:33:33,GET /login.php HTTP/1.1,200
10.131.0.1/4363,29/Jan/2018:20:33:33,GET /home.php HTTP/1.1,302
10.131.0.1/1495,29/Jan/2018:20:33:33,GET /login.php HTTP/1.1,200
10.128.2.1/6349,29/Jan/2018:20:33:34,GET /home.php HTTP/1.1,302
10.128.2.1/6802,29/Jan/2018:20:33:34,GET /login.php HTTP/1.1,200
10.131.0.1/8492,29/Jan/2018:20:33:34,GET /home.php HTTP/1.1,302
10.128.2.1/1318,29/Jan/2018:20:33:34,GET /home.php HTTP/1.1,302
10.131.0.1/8829,29/Jan/2018:20:33:34,GET /login.php HTTP/1.1,200
10.128.2.1/267,29/Jan/2018:20:33:34,GET /login.php HTTP/1.1,200
10.130.2.1/1174,29/Jan/2018:20:33:34,GET /home.php HTTP/1.1,302
10.130.2.1/8588,29/Jan/2018:20:33:35,GET /login.php HTTP/1.1,200
